site,fiscal_year,week_sum,incidents,fclm_hours,process_path,incidents_per_10k_hours,process_path_rank,top_3_flag_path
teb3,2025,1,0,4877.0,pick,0.0,1,1
teb3,2025,1,0,2184.62,admin/hr/it,0.0,1,1
teb3,2025,1,0,1562.52,stow to prime,0.0,1,1
teb3,2025,1,0,1777.24,pack singles,0.0,1,1
teb3,2025,1,0,1293.2,ic-qa-cs,0.0,1,1
teb3,2025,1,0,1358.8,container build,0.0,1,1
teb3,2025,1,0,1009.61,rsr support,0.0,1,1
teb3,2025,1,0,1307.53,fluid load,0.0,1,1
teb3,2025,1,0,794.76,each-receive,0.0,1,1
teb3,2025,1,0,412.29,,0.0,1,1
teb3,2025,1,0,307.72,transfer out,0.0,1,1
teb3,2025,1,0,709.79,each transfer in,0.0,1,1
teb3,2025,1,0,606.25,pick support,0.0,1,1
teb3,2025,1,0,569.7,pack support,0.0,1,1
teb3,2025,1,0,480.92,receive dock,0.0,1,1
teb3,2025,1,0,408.68,receive-support,0.0,1,1
teb3,2025,1,0,422.9,pack multis,0.0,1,1
teb3,2025,1,0,340.78,ib problem solve,0.0,1,1
teb3,2025,1,0,597.75,transfer in dock,0.0,1,1
teb3,2025,1,0,117.18,transfer out dock,0.0,1,1
teb3,2025,1,0,265.21,outbound lead/pa,0.0,1,1
teb3,2025,1,0,280.07,container load,0.0,1,1
teb3,2025,1,0,97.13,ship dock support,0.0,1,1
teb3,2025,1,0,77.86,stow to prime spt,0.0,1,1
teb3,2025,1,0,232.0,container move,0.0,1,1
teb3,2025,1,0,301.09,sort-batch,0.0,1,1
teb3,2025,1,0,252.6,transfer in support,0.0,1,1
teb3,2025,1,0,104.32,ob problem solve,0.0,1,1
teb3,2025,1,0,142.55,inbound lead/pa,0.0,1,1
teb3,2025,1,0,159.56,c-returns processed,0.0,1,1
teb3,2025,1,0,127.47,ship dock lead/pa,0.0,1,1
teb3,2025,1,0,104.92,v-returns pick,0.0,1,1
teb3,2025,1,0,104.94,c-returns support,0.0,1,1
teb3,2025,1,0,157.66,pallet transfer in,0.0,1,1
teb3,2025,1,0,61.48,pallet-receive,0.0,1,1
teb3,2025,1,0,57.58,lp-receive,0.0,1,1
teb3,2025,1,0,56.09,v-returns support,0.0,1,1
teb3,2025,1,0,142.55,box on demand,0.0,1,1
teb3,2025,1,0,108.96,prep recorder,0.0,1,1
teb3,2025,1,0,35.56,cubiscan,0.0,1,1
teb3,2025,1,0,85.33,whd grading support,0.0,1,1
teb3,2025,1,0,34.8,whd grading,0.0,1,1
teb3,2025,1,0,2.45,on boarding,0.0,1,1
teb3,2025,1,0,38.82,transfer out lead/pa,0.0,1,1
teb3,2025,1,0,10.68,v-returns pack,0.0,1,1
teb3,2025,1,0,6.3,gift-wrap,0.0,1,1
teb3,2025,1,0,7.13,unrecognizedprocess,0.0,1,1
teb3,2025,1,0,1.37,custom packaging,0.0,1,1
teb3,2025,1,0,0.9,v-returns rvr,0.0,1,1
teb3,2025,2,1,2007.77,ic-qa-cs,4.980650174073723,1,1
teb3,2025,2,0,5184.92,pick,0.0,2,1
teb3,2025,2,0,2850.89,admin/hr/it,0.0,2,1
teb3,2025,2,0,2516.51,stow to prime,0.0,2,1
teb3,2025,2,0,1763.55,pack singles,0.0,2,1
teb3,2025,2,0,1355.52,container build,0.0,2,1
teb3,2025,2,0,1509.55,rsr support,0.0,2,1
teb3,2025,2,0,1488.97,fluid load,0.0,2,1
teb3,2025,2,0,1106.8,each-receive,0.0,2,1
teb3,2025,2,0,414.26,,0.0,2,1
teb3,2025,2,0,351.87,transfer out,0.0,2,1
teb3,2025,2,0,1163.73,each transfer in,0.0,2,1
teb3,2025,2,0,987.27,pick support,0.0,2,1
teb3,2025,2,0,689.07,pack support,0.0,2,1
teb3,2025,2,0,527.13,receive dock,0.0,2,1
teb3,2025,2,0,442.83,receive-support,0.0,2,1
teb3,2025,2,0,500.48,pack multis,0.0,2,1
teb3,2025,2,0,430.44,ib problem solve,0.0,2,1
teb3,2025,2,0,813.69,transfer in dock,0.0,2,1
teb3,2025,2,0,119.77,transfer out dock,0.0,2,1
teb3,2025,2,0,367.01,outbound lead/pa,0.0,2,1
teb3,2025,2,0,286.51,container load,0.0,2,1
teb3,2025,2,0,108.35,ship dock support,0.0,2,1
teb3,2025,2,0,727.31,stow to prime spt,0.0,2,1
teb3,2025,2,0,247.58,container move,0.0,2,1
teb3,2025,2,0,350.51,sort-batch,0.0,2,1
teb3,2025,2,0,401.16,transfer in support,0.0,2,1
teb3,2025,2,0,152.28,ob problem solve,0.0,2,1
teb3,2025,2,0,151.72,inbound lead/pa,0.0,2,1
teb3,2025,2,0,58.14,c-returns processed,0.0,2,1
teb3,2025,2,0,84.21,ship dock lead/pa,0.0,2,1
teb3,2025,2,0,111.64,v-returns pick,0.0,2,1
teb3,2025,2,0,17.26,c-returns support,0.0,2,1
teb3,2025,2,0,206.77,pallet transfer in,0.0,2,1
teb3,2025,2,0,92.89,pallet-receive,0.0,2,1
teb3,2025,2,0,84.6,lp-receive,0.0,2,1
teb3,2025,2,0,123.23,v-returns support,0.0,2,1
teb3,2025,2,0,128.27,box on demand,0.0,2,1
teb3,2025,2,0,86.53,prep recorder,0.0,2,1
teb3,2025,2,0,44.34,cubiscan,0.0,2,1
teb3,2025,2,0,114.04,whd grading support,0.0,2,1
teb3,2025,2,0,40.01,whd grading,0.0,2,1
teb3,2025,2,0,240.84,on boarding,0.0,2,1
teb3,2025,2,0,57.63,transfer out lead/pa,0.0,2,1
teb3,2025,2,0,6.64,v-returns pack,0.0,2,1
teb3,2025,2,0,7.61,gift-wrap,0.0,2,1
teb3,2025,2,0,6.62,unrecognizedprocess,0.0,2,1
teb3,2025,2,0,1.8,custom packaging,0.0,2,1
teb3,2025,3,1,2998.84,admin/hr/it,3.33462272078537,1,1
teb3,2025,3,1,3523.95,stow to prime,2.8377247123256573,1,1
teb3,2025,3,1,1378.91,fluid load,7.2521049234540325,1,1
teb3,2025,3,0,5118.89,pick,0.0,4,0
teb3,2025,3,0,1658.27,pack singles,0.0,4,0
teb3,2025,3,0,1973.69,ic-qa-cs,0.0,4,0
teb3,2025,3,0,1310.64,container build,0.0,4,0
teb3,2025,3,0,1593.97,rsr support,0.0,4,0
teb3,2025,3,0,1305.3,each-receive,0.0,4,0
teb3,2025,3,0,515.37,,0.0,4,0
teb3,2025,3,0,273.45,transfer out,0.0,4,0
teb3,2025,3,0,1084.12,each transfer in,0.0,4,0
teb3,2025,3,0,815.06,pick support,0.0,4,0
teb3,2025,3,0,658.93,pack support,0.0,4,0
teb3,2025,3,0,591.0,receive dock,0.0,4,0
teb3,2025,3,0,598.65,receive-support,0.0,4,0
teb3,2025,3,0,487.11,pack multis,0.0,4,0
teb3,2025,3,0,468.85,ib problem solve,0.0,4,0
teb3,2025,3,0,673.24,transfer in dock,0.0,4,0
teb3,2025,3,0,168.64,transfer out dock,0.0,4,0
teb3,2025,3,0,396.52,outbound lead/pa,0.0,4,0
teb3,2025,3,0,263.64,container load,0.0,4,0
teb3,2025,3,0,113.15,ship dock support,0.0,4,0
teb3,2025,3,0,645.63,stow to prime spt,0.0,4,0
teb3,2025,3,0,245.97,container move,0.0,4,0
teb3,2025,3,0,323.31,sort-batch,0.0,4,0
teb3,2025,3,0,414.6,transfer in support,0.0,4,0
teb3,2025,3,0,122.74,ob problem solve,0.0,4,0
teb3,2025,3,0,127.78,inbound lead/pa,0.0,4,0
teb3,2025,3,0,187.47,c-returns processed,0.0,4,0
teb3,2025,3,0,155.09,ship dock lead/pa,0.0,4,0
teb3,2025,3,0,157.26,v-returns pick,0.0,4,0
teb3,2025,3,0,135.88,c-returns support,0.0,4,0
teb3,2025,3,0,205.68,pallet transfer in,0.0,4,0
teb3,2025,3,0,64.13,pallet-receive,0.0,4,0
teb3,2025,3,0,99.87,lp-receive,0.0,4,0
teb3,2025,3,0,77.53,v-returns support,0.0,4,0
teb3,2025,3,0,159.04,box on demand,0.0,4,0
teb3,2025,3,0,72.0,prep recorder,0.0,4,0
teb3,2025,3,0,83.24,cubiscan,0.0,4,0
teb3,2025,3,0,144.71,whd grading support,0.0,4,0
teb3,2025,3,0,32.84,whd grading,0.0,4,0
teb3,2025,3,0,178.92,on boarding,0.0,4,0
teb3,2025,3,0,48.98,transfer out lead/pa,0.0,4,0
teb3,2025,3,0,28.88,v-returns pack,0.0,4,0
teb3,2025,3,0,45.85,gift-wrap,0.0,4,0
teb3,2025,3,0,5.79,unrecognizedprocess,0.0,4,0
teb3,2025,3,0,2.62,v-returns rvr,0.0,4,0
teb3,2025,3,0,7.06,sort support,0.0,4,0
teb3,2025,4,1,5063.97,pick,1.9747352373730491,1,1
teb3,2025,4,1,1382.72,each-receive,7.232122193936589,1,1
teb3,2025,4,0,3161.66,admin/hr/it,0.0,3,1
teb3,2025,4,0,3985.45,stow to prime,0.0,3,1
teb3,2025,4,0,1573.36,pack singles,0.0,3,1
teb3,2025,4,0,2168.5,ic-qa-cs,0.0,3,1
teb3,2025,4,0,1221.63,container build,0.0,3,1
teb3,2025,4,0,1574.86,rsr support,0.0,3,1
teb3,2025,4,0,1249.11,fluid load,0.0,3,1
teb3,2025,4,0,476.42,,0.0,3,1
teb3,2025,4,0,322.6,transfer out,0.0,3,1
teb3,2025,4,0,902.46,each transfer in,0.0,3,1
teb3,2025,4,0,744.6,pick support,0.0,3,1
teb3,2025,4,0,583.21,pack support,0.0,3,1
teb3,2025,4,0,652.7,receive dock,0.0,3,1
teb3,2025,4,0,493.12,receive-support,0.0,3,1
teb3,2025,4,0,444.95,pack multis,0.0,3,1
teb3,2025,4,0,397.74,ib problem solve,0.0,3,1
teb3,2025,4,0,553.02,transfer in dock,0.0,3,1
teb3,2025,4,0,48.62,transfer out dock,0.0,3,1
teb3,2025,4,0,298.81,outbound lead/pa,0.0,3,1
teb3,2025,4,0,224.54,container load,0.0,3,1
teb3,2025,4,0,71.71,ship dock support,0.0,3,1
teb3,2025,4,0,232.3,stow to prime spt,0.0,3,1
teb3,2025,4,0,217.39,container move,0.0,3,1
teb3,2025,4,0,309.92,sort-batch,0.0,3,1
teb3,2025,4,0,399.51,transfer in support,0.0,3,1
teb3,2025,4,0,114.43,ob problem solve,0.0,3,1
teb3,2025,4,0,117.79,inbound lead/pa,0.0,3,1
teb3,2025,4,0,199.65,c-returns processed,0.0,3,1
teb3,2025,4,0,132.85,ship dock lead/pa,0.0,3,1
teb3,2025,4,0,130.23,v-returns pick,0.0,3,1
teb3,2025,4,0,184.16,c-returns support,0.0,3,1
teb3,2025,4,0,194.57,pallet transfer in,0.0,3,1
teb3,2025,4,0,61.16,pallet-receive,0.0,3,1
teb3,2025,4,0,112.57,lp-receive,0.0,3,1
teb3,2025,4,0,106.97,v-returns support,0.0,3,1
teb3,2025,4,0,91.31,box on demand,0.0,3,1
teb3,2025,4,0,117.85,prep recorder,0.0,3,1
teb3,2025,4,0,85.45,cubiscan,0.0,3,1
teb3,2025,4,0,164.09,whd grading support,0.0,3,1
teb3,2025,4,0,43.92,whd grading,0.0,3,1
teb3,2025,4,0,67.44,on boarding,0.0,3,1
teb3,2025,4,0,20.15,transfer out lead/pa,0.0,3,1
teb3,2025,4,0,17.88,v-returns pack,0.0,3,1
teb3,2025,4,0,32.9,gift-wrap,0.0,3,1
teb3,2025,4,0,8.85,unrecognizedprocess,0.0,3,1
teb3,2025,4,0,1.2,custom packaging,0.0,3,1
teb3,2025,4,0,15.81,c-returns stow,0.0,3,1
teb3,2025,4,0,7.33,v-returns rvr,0.0,3,1
teb3,2025,5,3,3433.4,stow to prime,8.737694413700705,1,1
teb3,2025,5,2,1144.89,each transfer in,17.468927145839338,2,1
teb3,2025,5,1,1547.87,pack singles,6.460490868096159,3,1
teb3,2025,5,0,5112.36,pick,0.0,4,0
teb3,2025,5,0,2935.47,admin/hr/it,0.0,4,0
teb3,2025,5,0,1777.37,ic-qa-cs,0.0,4,0
teb3,2025,5,0,1308.39,container build,0.0,4,0
teb3,2025,5,0,1395.07,rsr support,0.0,4,0
teb3,2025,5,0,1355.85,fluid load,0.0,4,0
teb3,2025,5,0,1092.61,each-receive,0.0,4,0
teb3,2025,5,0,813.8,,0.0,4,0
teb3,2025,5,0,405.25,transfer out,0.0,4,0
teb3,2025,5,0,695.12,pick support,0.0,4,0
teb3,2025,5,0,531.73,pack support,0.0,4,0
teb3,2025,5,0,506.15,receive dock,0.0,4,0
teb3,2025,5,0,483.31,receive-support,0.0,4,0
teb3,2025,5,0,492.16,pack multis,0.0,4,0
teb3,2025,5,0,351.11,ib problem solve,0.0,4,0
teb3,2025,5,0,681.42,transfer in dock,0.0,4,0
teb3,2025,5,0,174.09,transfer out dock,0.0,4,0
teb3,2025,5,0,282.44,outbound lead/pa,0.0,4,0
teb3,2025,5,0,223.02,container load,0.0,4,0
teb3,2025,5,0,125.07,ship dock support,0.0,4,0
teb3,2025,5,0,140.85,stow to prime spt,0.0,4,0
teb3,2025,5,0,226.64,container move,0.0,4,0
teb3,2025,5,0,326.73,sort-batch,0.0,4,0
teb3,2025,5,0,344.1,transfer in support,0.0,4,0
teb3,2025,5,0,111.08,ob problem solve,0.0,4,0
teb3,2025,5,0,155.93,inbound lead/pa,0.0,4,0
teb3,2025,5,0,209.51,c-returns processed,0.0,4,0
teb3,2025,5,0,117.16,ship dock lead/pa,0.0,4,0
teb3,2025,5,0,141.39,v-returns pick,0.0,4,0
teb3,2025,5,0,219.49,c-returns support,0.0,4,0
teb3,2025,5,0,217.3,pallet transfer in,0.0,4,0
teb3,2025,5,0,59.22,pallet-receive,0.0,4,0
teb3,2025,5,0,68.16,lp-receive,0.0,4,0
teb3,2025,5,0,90.3,v-returns support,0.0,4,0
teb3,2025,5,0,126.09,box on demand,0.0,4,0
teb3,2025,5,0,106.46,prep recorder,0.0,4,0
teb3,2025,5,0,55.04,cubiscan,0.0,4,0
teb3,2025,5,0,145.55,whd grading support,0.0,4,0
teb3,2025,5,0,51.75,whd grading,0.0,4,0
teb3,2025,5,0,,on boarding,,4,0
teb3,2025,5,0,72.31,transfer out lead/pa,0.0,4,0
teb3,2025,5,0,22.48,v-returns pack,0.0,4,0
teb3,2025,5,0,37.87,gift-wrap,0.0,4,0
teb3,2025,5,0,13.69,unrecognizedprocess,0.0,4,0
teb3,2025,5,0,1.7,custom packaging,0.0,4,0
teb3,2025,5,0,4.82,v-returns rvr,0.0,4,0
teb3,2025,6,2,3347.27,stow to prime,5.9750184478694575,1,1
teb3,2025,6,1,352.72,sort-batch,28.35110002268088,2,1
teb3,2025,6,0,5555.28,pick,0.0,3,1
teb3,2025,6,0,2838.2,admin/hr/it,0.0,3,1
teb3,2025,6,0,1658.23,pack singles,0.0,3,1
teb3,2025,6,0,1692.05,ic-qa-cs,0.0,3,1
teb3,2025,6,0,1378.37,container build,0.0,3,1
teb3,2025,6,0,1204.88,rsr support,0.0,3,1
teb3,2025,6,0,1290.78,fluid load,0.0,3,1
teb3,2025,6,0,950.16,each-receive,0.0,3,1
teb3,2025,6,0,985.47,,0.0,3,1
teb3,2025,6,0,638.08,transfer out,0.0,3,1
teb3,2025,6,0,825.73,each transfer in,0.0,3,1
teb3,2025,6,0,691.79,pick support,0.0,3,1
teb3,2025,6,0,584.72,pack support,0.0,3,1
teb3,2025,6,0,456.74,receive dock,0.0,3,1
teb3,2025,6,0,350.77,receive-support,0.0,3,1
teb3,2025,6,0,498.68,pack multis,0.0,3,1
teb3,2025,6,0,334.77,ib problem solve,0.0,3,1
teb3,2025,6,0,427.05,transfer in dock,0.0,3,1
teb3,2025,6,0,247.16,transfer out dock,0.0,3,1
teb3,2025,6,0,308.8,outbound lead/pa,0.0,3,1
teb3,2025,6,0,248.05,container load,0.0,3,1
teb3,2025,6,0,125.79,ship dock support,0.0,3,1
teb3,2025,6,0,178.62,stow to prime spt,0.0,3,1
teb3,2025,6,0,251.73,container move,0.0,3,1
teb3,2025,6,0,319.5,transfer in support,0.0,3,1
teb3,2025,6,0,123.1,ob problem solve,0.0,3,1
teb3,2025,6,0,98.7,inbound lead/pa,0.0,3,1
teb3,2025,6,0,293.13,c-returns processed,0.0,3,1
teb3,2025,6,0,116.23,ship dock lead/pa,0.0,3,1
teb3,2025,6,0,122.41,v-returns pick,0.0,3,1
teb3,2025,6,0,376.22,c-returns support,0.0,3,1
teb3,2025,6,0,196.91,pallet transfer in,0.0,3,1
teb3,2025,6,0,62.41,pallet-receive,0.0,3,1
teb3,2025,6,0,81.64,lp-receive,0.0,3,1
teb3,2025,6,0,56.47,v-returns support,0.0,3,1
teb3,2025,6,0,98.55,box on demand,0.0,3,1
teb3,2025,6,0,93.46,prep recorder,0.0,3,1
teb3,2025,6,0,37.44,cubiscan,0.0,3,1
teb3,2025,6,0,137.97,whd grading support,0.0,3,1
teb3,2025,6,0,61.94,whd grading,0.0,3,1
teb3,2025,6,0,4.46,on boarding,0.0,3,1
teb3,2025,6,0,103.3,transfer out lead/pa,0.0,3,1
teb3,2025,6,0,17.28,v-returns pack,0.0,3,1
teb3,2025,6,0,37.37,gift-wrap,0.0,3,1
teb3,2025,6,0,8.48,unrecognizedprocess,0.0,3,1
teb3,2025,6,0,5.92,custom packaging,0.0,3,1
teb3,2025,6,0,2.28,v-returns rvr,0.0,3,1
teb3,2025,7,2,4976.16,pick,4.019163370952703,1,1
teb3,2025,7,1,3141.53,stow to prime,3.1831623444627297,2,1
teb3,2025,7,0,2626.4,admin/hr/it,0.0,3,1
teb3,2025,7,0,1538.63,pack singles,0.0,3,1
teb3,2025,7,0,1514.55,ic-qa-cs,0.0,3,1
teb3,2025,7,0,1305.08,container build,0.0,3,1
teb3,2025,7,0,1174.34,rsr support,0.0,3,1
teb3,2025,7,0,1130.09,fluid load,0.0,3,1
teb3,2025,7,0,855.36,each-receive,0.0,3,1
teb3,2025,7,0,865.58,,0.0,3,1
teb3,2025,7,0,731.37,transfer out,0.0,3,1
teb3,2025,7,0,919.44,each transfer in,0.0,3,1
teb3,2025,7,0,611.8,pick support,0.0,3,1
teb3,2025,7,0,567.23,pack support,0.0,3,1
teb3,2025,7,0,465.92,receive dock,0.0,3,1
teb3,2025,7,0,393.38,receive-support,0.0,3,1
teb3,2025,7,0,461.02,pack multis,0.0,3,1
teb3,2025,7,0,380.38,ib problem solve,0.0,3,1
teb3,2025,7,0,418.43,transfer in dock,0.0,3,1
teb3,2025,7,0,203.25,transfer out dock,0.0,3,1
teb3,2025,7,0,294.22,outbound lead/pa,0.0,3,1
teb3,2025,7,0,248.33,container load,0.0,3,1
teb3,2025,7,0,169.99,ship dock support,0.0,3,1
teb3,2025,7,0,97.29,stow to prime spt,0.0,3,1
teb3,2025,7,0,237.75,container move,0.0,3,1
teb3,2025,7,0,328.95,sort-batch,0.0,3,1
teb3,2025,7,0,278.59,transfer in support,0.0,3,1
teb3,2025,7,0,149.29,ob problem solve,0.0,3,1
teb3,2025,7,0,91.17,inbound lead/pa,0.0,3,1
teb3,2025,7,0,222.87,c-returns processed,0.0,3,1
teb3,2025,7,0,89.84,ship dock lead/pa,0.0,3,1
teb3,2025,7,0,73.43,v-returns pick,0.0,3,1
teb3,2025,7,0,297.57,c-returns support,0.0,3,1
teb3,2025,7,0,130.84,pallet transfer in,0.0,3,1
teb3,2025,7,0,62.5,pallet-receive,0.0,3,1
teb3,2025,7,0,57.82,lp-receive,0.0,3,1
teb3,2025,7,0,67.61,v-returns support,0.0,3,1
teb3,2025,7,0,63.47,box on demand,0.0,3,1
teb3,2025,7,0,76.41,prep recorder,0.0,3,1
teb3,2025,7,0,57.53,cubiscan,0.0,3,1
teb3,2025,7,0,106.39,whd grading support,0.0,3,1
teb3,2025,7,0,40.35,whd grading,0.0,3,1
teb3,2025,7,0,0.66,on boarding,0.0,3,1
teb3,2025,7,0,15.29,transfer out lead/pa,0.0,3,1
teb3,2025,7,0,14.14,v-returns pack,0.0,3,1
teb3,2025,7,0,10.21,gift-wrap,0.0,3,1
teb3,2025,7,0,11.25,unrecognizedprocess,0.0,3,1
teb3,2025,7,0,25.53,custom packaging,0.0,3,1
teb3,2025,7,0,0.14,v-returns rvr,0.0,3,1
teb3,2025,8,2,3996.37,stow to prime,5.004541621521531,1,1
teb3,2025,8,1,5441.95,pick,1.8375766039746781,2,1
teb3,2025,8,0,2810.02,admin/hr/it,0.0,3,1
teb3,2025,8,0,1503.51,pack singles,0.0,3,1
teb3,2025,8,0,1633.6,ic-qa-cs,0.0,3,1
teb3,2025,8,0,1329.83,container build,0.0,3,1
teb3,2025,8,0,1300.42,rsr support,0.0,3,1
teb3,2025,8,0,1048.5,fluid load,0.0,3,1
teb3,2025,8,0,984.6,each-receive,0.0,3,1
teb3,2025,8,0,791.3,,0.0,3,1
teb3,2025,8,0,591.08,transfer out,0.0,3,1
teb3,2025,8,0,1264.03,each transfer in,0.0,3,1
teb3,2025,8,0,661.4,pick support,0.0,3,1
teb3,2025,8,0,558.03,pack support,0.0,3,1
teb3,2025,8,0,639.17,receive dock,0.0,3,1
teb3,2025,8,0,480.69,receive-support,0.0,3,1
teb3,2025,8,0,507.72,pack multis,0.0,3,1
teb3,2025,8,0,430.12,ib problem solve,0.0,3,1
teb3,2025,8,0,642.4,transfer in dock,0.0,3,1
teb3,2025,8,0,179.58,transfer out dock,0.0,3,1
teb3,2025,8,0,340.39,outbound lead/pa,0.0,3,1
teb3,2025,8,0,296.22,container load,0.0,3,1
teb3,2025,8,0,205.11,ship dock support,0.0,3,1
teb3,2025,8,0,128.88,stow to prime spt,0.0,3,1
teb3,2025,8,0,252.73,container move,0.0,3,1
teb3,2025,8,0,383.85,sort-batch,0.0,3,1
teb3,2025,8,0,290.43,transfer in support,0.0,3,1
teb3,2025,8,0,139.33,ob problem solve,0.0,3,1
teb3,2025,8,0,107.59,inbound lead/pa,0.0,3,1
teb3,2025,8,0,137.83,c-returns processed,0.0,3,1
teb3,2025,8,0,130.69,ship dock lead/pa,0.0,3,1
teb3,2025,8,0,133.24,v-returns pick,0.0,3,1
teb3,2025,8,0,254.2,c-returns support,0.0,3,1
teb3,2025,8,0,103.76,pallet transfer in,0.0,3,1
teb3,2025,8,0,57.66,pallet-receive,0.0,3,1
teb3,2025,8,0,70.78,lp-receive,0.0,3,1
teb3,2025,8,0,44.43,non fc controllable,0.0,3,1
teb3,2025,8,0,100.02,v-returns support,0.0,3,1
teb3,2025,8,0,38.98,box on demand,0.0,3,1
teb3,2025,8,0,116.21,prep recorder,0.0,3,1
teb3,2025,8,0,79.46,cubiscan,0.0,3,1
teb3,2025,8,0,138.73,whd grading support,0.0,3,1
teb3,2025,8,0,47.44,whd grading,0.0,3,1
teb3,2025,8,0,17.1,transfer out lead/pa,0.0,3,1
teb3,2025,8,0,26.52,v-returns pack,0.0,3,1
teb3,2025,8,0,5.73,gift-wrap,0.0,3,1
teb3,2025,8,0,5.85,unrecognizedprocess,0.0,3,1
teb3,2025,8,0,0.58,custom packaging,0.0,3,1
teb3,2025,8,0,0.29,v-returns rvr,0.0,3,1
teb3,2025,9,3,6051.45,pick,4.957489527303374,1,1
teb3,2025,9,2,3848.37,stow to prime,5.19700548543929,2,1
teb3,2025,9,0,2745.36,admin/hr/it,0.0,3,1
teb3,2025,9,0,1708.79,pack singles,0.0,3,1
teb3,2025,9,0,1704.04,ic-qa-cs,0.0,3,1
teb3,2025,9,0,1467.95,container build,0.0,3,1
teb3,2025,9,0,1221.39,rsr support,0.0,3,1
teb3,2025,9,0,1205.24,fluid load,0.0,3,1
teb3,2025,9,0,1203.72,each-receive,0.0,3,1
teb3,2025,9,0,772.18,,0.0,3,1
teb3,2025,9,0,345.35,transfer out,0.0,3,1
teb3,2025,9,0,720.68,each transfer in,0.0,3,1
teb3,2025,9,0,634.05,pick support,0.0,3,1
teb3,2025,9,0,627.49,pack support,0.0,3,1
teb3,2025,9,0,576.11,receive dock,0.0,3,1
teb3,2025,9,0,493.52,receive-support,0.0,3,1
teb3,2025,9,0,589.98,pack multis,0.0,3,1
teb3,2025,9,0,387.51,ib problem solve,0.0,3,1
teb3,2025,9,0,356.92,transfer in dock,0.0,3,1
teb3,2025,9,0,235.53,transfer out dock,0.0,3,1
teb3,2025,9,0,320.11,outbound lead/pa,0.0,3,1
teb3,2025,9,0,289.03,container load,0.0,3,1
teb3,2025,9,0,150.22,ship dock support,0.0,3,1
teb3,2025,9,0,106.82,stow to prime spt,0.0,3,1
teb3,2025,9,0,273.38,container move,0.0,3,1
teb3,2025,9,0,399.88,sort-batch,0.0,3,1
teb3,2025,9,0,145.94,transfer in support,0.0,3,1
teb3,2025,9,0,168.05,ob problem solve,0.0,3,1
teb3,2025,9,0,126.73,inbound lead/pa,0.0,3,1
teb3,2025,9,0,126.66,c-returns processed,0.0,3,1
teb3,2025,9,0,126.09,ship dock lead/pa,0.0,3,1
teb3,2025,9,0,121.08,v-returns pick,0.0,3,1
teb3,2025,9,0,283.39,c-returns support,0.0,3,1
teb3,2025,9,0,37.79,pallet transfer in,0.0,3,1
teb3,2025,9,0,73.85,pallet-receive,0.0,3,1
teb3,2025,9,0,75.62,lp-receive,0.0,3,1
teb3,2025,9,0,60.01,v-returns support,0.0,3,1
teb3,2025,9,0,106.43,box on demand,0.0,3,1
teb3,2025,9,0,134.1,prep recorder,0.0,3,1
teb3,2025,9,0,54.65,cubiscan,0.0,3,1
teb3,2025,9,0,142.1,whd grading support,0.0,3,1
teb3,2025,9,0,54.81,whd grading,0.0,3,1
teb3,2025,9,0,13.93,transfer out lead/pa,0.0,3,1
teb3,2025,9,0,23.42,v-returns pack,0.0,3,1
teb3,2025,9,0,12.63,gift-wrap,0.0,3,1
teb3,2025,9,0,4.94,unrecognizedprocess,0.0,3,1
teb3,2025,9,0,2.41,custom packaging,0.0,3,1
teb3,2025,10,2,3281.68,stow to prime,6.09443943346091,1,1
teb3,2025,10,2,1546.99,ic-qa-cs,12.928331792707128,1,1
teb3,2025,10,2,692.55,each transfer in,28.87878131542849,1,1
teb3,2025,10,1,1251.07,fluid load,7.993157856874515,4,0
teb3,2025,10,1,996.32,each-receive,10.036935924201059,4,0
teb3,2025,10,1,395.68,transfer in dock,25.272947836635666,4,0
teb3,2025,10,1,94.61,transfer out pick,105.6970721911003,4,0
teb3,2025,10,0,7017.34,pick,0.0,8,0
teb3,2025,10,0,2951.22,admin/hr/it,0.0,8,0
teb3,2025,10,0,2024.51,pack singles,0.0,8,0
teb3,2025,10,0,1646.62,container build,0.0,8,0
teb3,2025,10,0,1107.06,rsr support,0.0,8,0
teb3,2025,10,0,702.86,,0.0,8,0
teb3,2025,10,0,600.78,transfer out,0.0,8,0
teb3,2025,10,0,650.93,pick support,0.0,8,0
teb3,2025,10,0,658.66,pack support,0.0,8,0
teb3,2025,10,0,656.67,receive dock,0.0,8,0
teb3,2025,10,0,471.68,receive-support,0.0,8,0
teb3,2025,10,0,530.39,pack multis,0.0,8,0
teb3,2025,10,0,428.56,ib problem solve,0.0,8,0
teb3,2025,10,0,242.44,transfer out dock,0.0,8,0
teb3,2025,10,0,274.32,outbound lead/pa,0.0,8,0
teb3,2025,10,0,294.67,container load,0.0,8,0
teb3,2025,10,0,195.54,ship dock support,0.0,8,0
teb3,2025,10,0,110.77,stow to prime spt,0.0,8,0
teb3,2025,10,0,291.36,container move,0.0,8,0
teb3,2025,10,0,386.7,sort-batch,0.0,8,0
teb3,2025,10,0,177.42,transfer in support,0.0,8,0
teb3,2025,10,0,179.71,ob problem solve,0.0,8,0
teb3,2025,10,0,130.01,inbound lead/pa,0.0,8,0
teb3,2025,10,0,79.13,c-returns processed,0.0,8,0
teb3,2025,10,0,119.52,ship dock lead/pa,0.0,8,0
teb3,2025,10,0,94.67,v-returns pick,0.0,8,0
